Date,NASDAQ,SP500,DOW
03/03/25,18350.19,5849.72,43191.24
02/28/25,18847.28,5954.5,43840.91
02/27/25,18544.42,5861.57,43239.5
02/26/25,19075.26,5956.06,43433.12
02/25/25,19026.39,5955.25,43621.16
02/24/25,19286.92,5983.25,43461.21
02/21/25,19524.01,6013.13,43428.02
02/20/25,19962.36,6117.52,44176.65
02/19/25,20056.25,6144.15,44627.59
02/18/25,20041.26,6129.58,44556.34
02/14/25,20026.77,6114.63,44546.08
02/13/25,19945.64,6115.07,44711.43
02/12/25,19649.95,6051.97,44368.56
02/11/25,19643.86,6068.5,44593.65
02/10/25,19714.27,6066.44,44470.41
02/07/25,19523.4,6025.99,44303.4
02/06/25,19791.99,6083.57,44747.63
02/05/25,19692.33,6061.48,44873.28
02/04/25,19654.02,6037.88,44556.04
02/03/25,19391.96,5994.57,44421.91
01/31/25,19627.44,6040.53,44544.66
01/30/25,19681.75,6071.17,44882.13
01/29/25,19632.32,6039.31,44713.52
01/28/25,19733.59,6067.7,44850.35
01/27/25,19341.83,6012.28,44713.58
01/24/25,19954.3,6101.24,44424.25
01/23/25,20053.68,6118.71,44565.07
01/22/25,20009.34,6086.37,44156.73
01/21/25,19756.78,6049.24,44025.81
01/17/25,19630.2,5996.66,43487.83
01/16/25,19338.29,5937.34,43153.13
01/15/25,19511.23,5949.91,43221.55
01/14/25,19044.39,5842.91,42518.28
01/13/25,19088.1,5836.22,42297.12
01/10/25,19161.63,5827.04,41938.45
01/08/25,19478.88,5918.25,42635.2
01/07/25,19489.68,5909.03,42528.36
01/06/25,19864.98,5975.38,42706.56
01/03/25,19621.68,5942.47,42732.13
01/02/25,19280.79,5868.55,42392.27
12/31/24,19310.79,5881.63,42544.22
12/30/24,19486.78,5906.94,42573.73
12/27/24,19722.03,5970.84,42992.21
12/26/24,20020.36,6037.59,43325.8
12/24/24,20031.13,6040.04,43297.03
12/23/24,19764.89,5974.07,42906.95
12/20/24,19572.6,5930.85,42840.26
12/19/24,19372.77,5867.08,42342.24
12/18/24,19392.69,5872.16,42326.87
12/17/24,20109.06,6050.61,43449.9
12/16/24,20173.89,6074.08,43717.48
12/13/24,19926.72,6051.09,43828.06
12/12/24,19902.84,6051.25,43914.12
12/11/24,20034.89,6084.19,44148.56
12/10/24,19687.24,6034.91,44247.83
12/09/24,19736.69,6052.85,44401.93
12/06/24,19859.77,6090.27,44642.52
12/05/24,19700.72,6075.11,44765.71
12/04/24,19735.12,6086.49,45014.04
12/03/24,19480.91,6049.88,44705.53
12/02/24,19403.95,6047.15,44782
11/29/24,19218.17,6032.38,44910.65
11/27/24,19060.48,5998.74,44722.06
11/26/24,19174.3,6021.63,44860.31
11/25/24,19054.84,5987.37,44736.57
11/22/24,19003.65,5969.34,44296.51
11/21/24,18972.42,5948.71,43870.35
11/20/24,18966.14,5917.11,43408.47
11/19/24,18987.47,5916.98,43268.94
11/18/24,18791.81,5893.62,43389.6
11/15/24,18680.12,5870.62,43444.99
11/14/24,19107.65,5949.17,43750.86
11/13/24,19230.73,5985.38,43958.19
11/12/24,19281.4,5983.99,43910.98
11/11/24,19298.76,6001.35,44293.13
11/08/24,19286.78,5995.54,43988.99
11/07/24,19269.46,5973.1,43729.34
11/06/24,18983.47,5929.04,43729.93
11/05/24,18439.17,5782.76,42221.88
11/04/24,18179.98,5712.69,41794.6
11/01/24,18239.92,5728.8,42052.19
10/31/24,18095.15,5705.45,41763.46
10/30/24,18607.93,5813.67,42141.54
10/29/24,18712.75,5832.92,42233.05
10/28/24,18567.19,5823.52,42387.57
10/25/24,18518.61,5808.12,42114.4
10/24/24,18415.49,5809.86,42374.36
10/23/24,18276.65,5797.42,42514.95
10/22/24,18573.13,5851.2,42924.89
10/21/24,18540,5853.98,42931.6
10/18/24,18489.55,5864.67,43275.91
10/17/24,18373.61,5841.47,43239.05
10/16/24,18367.08,5842.47,43077.7
10/15/24,18315.59,5815.26,42740.42
10/14/24,18502.69,5859.85,43065.22
10/11/24,18342.94,5815.03,42863.86
10/10/24,18282.05,5780.05,42454.12
10/09/24,18291.62,5792.04,42512
10/08/24,18182.92,5751.13,42080.37
10/07/24,17923.9,5695.94,41954.24
10/04/24,18137.85,5751.07,42352.75
10/03/24,17918.48,5699.94,42011.59
10/02/24,17925.12,5709.54,42196.52
10/01/24,17910.36,5708.75,42156.97
09/30/24,18189.17,5762.48,42330.15
09/27/24,18119.59,5738.17,42313
09/26/24,18190.29,5745.37,42175.11
09/25/24,18082.21,5722.26,41914.75
09/24/24,18074.52,5732.93,42208.22
09/23/24,17974.27,5718.57,42124.65
09/20/24,17948.32,5702.55,42063.36
09/19/24,18013.98,5713.64,42025.19
09/18/24,17573.3,5618.26,41503.1
09/17/24,17628.06,5634.58,41606.18
09/16/24,17592.13,5633.09,41622.08
09/13/24,17683.98,5626.02,41393.78
09/12/24,17569.68,5595.76,41096.77
09/11/24,17395.53,5554.13,40861.71
09/10/24,17025.88,5495.52,40736.96
09/09/24,16884.6,5471.05,40829.59
09/06/24,16690.83,5408.42,40345.41
09/05/24,17127.66,5503.41,40755.75
09/04/24,17084.3,5520.07,40974.97
09/03/24,17136.3,5528.93,40936.93
08/30/24,17713.62,5648.4,41563.08
08/29/24,17516.43,5591.96,41335.05
08/28/24,17556.03,5592.18,41091.42
08/27/24,17754.82,5625.8,41250.5
08/26/24,17725.76,5616.84,41240.52
08/23/24,17877.79,5634.61,41175.08
08/22/24,17619.35,5570.64,40712.78
08/21/24,17918.99,5620.85,40890.49
08/20/24,17816.94,5597.12,40834.97
08/19/24,17876.77,5608.25,40896.53
08/16/24,17631.72,5554.25,40659.76
08/15/24,17594.5,5543.22,40563.06
08/14/24,17192.6,5455.21,40008.39
08/13/24,17187.61,5434.43,39765.64
08/12/24,16780.61,5344.39,39357.01
08/09/24,16745.3,5344.16,39497.54
08/08/24,16660.02,5319.31,39446.49
08/07/24,16195.81,5199.5,38763.45
08/06/24,16366.85,5240.03,38997.66
08/05/24,16200.08,5186.33,38703.27
08/02/24,16776.16,5346.56,39737.26
08/01/24,17194.15,5446.68,40347.97
07/31/24,17599.4,5522.3,40842.79
07/30/24,17147.42,5436.44,40743.33
07/29/24,17370.2,5463.54,40539.93
07/26/24,17357.88,5459.1,40589.34
07/25/24,17181.72,5399.22,39935.07
07/24/24,17342.41,5427.13,39853.87
07/23/24,17997.35,5555.74,40358.09
07/22/24,18007.57,5564.41,40415.44
07/19/24,17726.94,5505,40287.53
07/18/24,17871.22,5544.59,40665.02
07/17/24,17996.92,5588.27,41198.08
07/16/24,18509.34,5667.2,40954.48
07/15/24,18472.57,5631.22,40211.72
07/12/24,18398.45,5615.35,40000.9
07/11/24,18283.41,5584.54,39753.75
07/10/24,18647.45,5633.91,39721.36
07/09/24,18429.29,5576.98,39291.97
07/08/24,18403.74,5572.85,39344.79
07/05/24,18352.76,5567.19,39375.87
07/03/24,18188.3,5537.02,39308
07/02/24,18028.76,5509.01,39331.85
07/01/24,17879.3,5475.09,39169.52
06/28/24,17732.6,5460.48,39118.86
06/27/24,17858.68,5482.87,39164.06
06/26/24,17805.16,5477.9,39127.8
06/25/24,17717.65,5469.3,39112.16
06/24/24,17496.82,5447.87,39411.21
06/21/24,17689.36,5464.62,39150.33
06/20/24,17721.59,5473.17,39134.76
06/18/24,17862.23,5487.03,38834.86
06/17/24,17857.02,5473.23,38778.1
06/14/24,17688.88,5431.6,38589.16
06/13/24,17667.56,5433.74,38647.1
06/12/24,17608.44,5421.03,38712.21
06/11/24,17343.55,5375.32,38747.42
06/10/24,17192.53,5360.79,38868.04
06/07/24,17133.13,5346.99,38798.99
06/06/24,17173.12,5352.96,38886.17
06/05/24,17187.9,5354.03,38807.33
06/04/24,16857.05,5291.34,38711.29
06/03/24,16828.67,5283.4,38571.03
05/31/24,16735.02,5277.51,38686.32
05/30/24,16737.08,5235.48,38111.48
05/29/24,16920.58,5266.95,38441.54
05/28/24,17019.88,5306.04,38852.86
05/24/24,16920.79,5304.72,39069.59
05/23/24,16736.03,5267.84,39065.26
05/22/24,16801.54,5307.01,39671.04
05/21/24,16832.62,5321.41,39872.99
05/20/24,16794.87,5308.13,39806.77
05/17/24,16685.97,5303.27,40003.59
05/16/24,16698.32,5297.1,39869.38
05/15/24,16742.39,5308.15,39908
05/14/24,16511.18,5246.68,39558.11
05/13/24,16388.24,5221.42,39431.51
05/10/24,16340.87,5222.68,39512.84
05/09/24,16346.26,5214.08,39387.76
05/08/24,16302.76,5187.67,39056.39
05/07/24,16332.56,5187.7,38884.26
05/06/24,16349.25,5180.74,38852.27
05/03/24,16156.33,5127.79,38675.68
05/02/24,15840.96,5064.2,38225.66
05/01/24,15605.48,5018.39,37903.29
04/30/24,15657.82,5035.69,37815.92
04/29/24,15983.08,5116.17,38386.09
04/26/24,15927.9,5099.96,38239.66
04/25/24,15611.76,5048.42,38085.8
04/24/24,15712.75,5071.63,38460.92
04/23/24,15696.64,5070.55,38503.69
04/22/24,15451.31,5010.6,38239.98
04/19/24,15282.01,4967.23,37986.4
04/18/24,15601.5,5011.12,37775.38
04/17/24,15683.37,5022.21,37753.31
04/16/24,15865.25,5051.41,37798.97
04/15/24,15885.02,5061.82,37735.11
04/12/24,16175.09,5123.41,37983.24
04/11/24,16442.2,5199.06,38459.08
04/10/24,16170.36,5160.64,38461.51
04/09/24,16306.64,5209.91,38883.67
04/08/24,16253.96,5202.39,38892.8
04/05/24,16248.52,5204.34,38904.04
04/04/24,16049.08,5147.21,38596.98
04/03/24,16277.46,5211.49,39127.14
04/02/24,16240.45,5205.81,39170.24
04/01/24,16396.83,5243.77,39566.85
03/28/24,16379.46,5254.35,39807.37
03/27/24,16399.52,5248.49,39760.08
03/26/24,16315.7,5203.58,39282.33
03/25/24,16384.47,5218.19,39313.64
03/22/24,16428.82,5234.18,39475.9
03/21/24,16401.84,5241.53,39781.37
03/20/24,16369.41,5224.62,39512.13
03/19/24,16166.79,5178.51,39110.76
03/18/24,16103.45,5149.42,38790.43
03/15/24,15973.17,5117.09,38714.77
03/14/24,16128.53,5150.48,38905.66
03/13/24,16177.77,5165.31,39043.32
03/12/24,16265.64,5175.27,39005.49
03/11/24,16019.27,5117.94,38769.66
03/08/24,16085.11,5123.69,38722.69
03/07/24,16273.38,5157.36,38791.35
03/06/24,16031.54,5104.76,38661.05
03/05/24,15939.59,5078.65,38585.19
03/04/24,16207.51,5130.95,38989.83
03/01/24,16274.94,5137.08,39087.38
02/29/24,16091.92,5096.27,38996.39
02/28/24,15947.74,5069.76,38949.02
02/27/24,16035.3,5078.18,38972.41
02/26/24,15976.25,5069.53,39069.23
02/23/24,15996.82,5088.8,39131.53
02/22/24,16041.62,5087.03,39069.11
02/21/24,15580.87,4981.8,38612.24
02/20/24,15630.78,4975.51,38563.8
02/16/24,15775.65,5005.57,38627.99
02/15/24,15906.17,5029.73,38773.12
02/14/24,15859.15,5000.62,38424.27
02/13/24,15655.6,4953.17,38272.75
02/12/24,15942.55,5021.84,38797.38
02/09/24,15990.66,5026.61,38671.69
02/08/24,15793.71,4997.91,38726.33
02/07/24,15756.64,4995.06,38677.36
02/06/24,15609,4954.23,38521.36
02/05/24,15597.68,4942.81,38380.12
02/02/24,15628.95,4958.61,38654.42
02/01/24,15361.64,4906.19,38519.84
01/31/24,15164.01,4845.65,38150.3
01/30/24,15509.9,4924.97,38467.31
01/29/24,15628.04,4927.93,38333.45
01/26/24,15455.36,4890.97,38109.43
01/25/24,15510.5,4894.16,38049.13
01/24/24,15481.92,4868.55,37806.39
01/23/24,15425.94,4864.6,37905.45
01/22/24,15360.29,4850.43,38001.81
01/19/24,15310.97,4839.81,37863.8
01/18/24,15055.65,4780.94,37468.61
01/17/24,14855.62,4739.21,37266.67
01/16/24,14944.35,4765.98,37361.12
01/12/24,14972.76,4783.83,37592.98
01/11/24,14970.19,4780.24,37711.02
01/10/24,14969.65,4783.45,37695.73
01/09/24,14857.71,4756.5,37525.16
01/08/24,14843.77,4763.54,37683.01
01/05/24,14524.07,4697.24,37466.11
01/04/24,14510.3,4688.68,37440.34
01/03/24,14592.21,4704.81,37430.19
01/02/24,14765.94,4742.83,37715.04
12/29/23,15011.35,4769.83,37689.54
12/28/23,15095.14,4783.35,37710.1
12/27/23,15099.18,4781.58,37656.52
12/26/23,15074.57,4774.75,37545.33
12/22/23,14992.97,4754.63,37385.97
12/21/23,14963.87,4746.75,37404.35
12/20/23,14777.94,4698.35,37082
12/19/23,15003.22,4768.37,37557.92
12/18/23,14904.81,4740.56,37306.02
12/15/23,14813.92,4719.19,37305.16
12/14/23,14761.56,4719.55,37248.35
12/13/23,14733.96,4707.09,37090.24
12/12/23,14533.4,4643.7,36577.94
12/11/23,14432.49,4622.44,36404.93
12/08/23,14403.97,4604.37,36247.87
12/07/23,14339.99,4585.59,36117.38
12/06/23,14146.71,4549.34,36054.43
12/05/23,14229.91,4567.18,36124.56
12/04/23,14185.49,4569.78,36204.44
12/01/23,14305.03,4594.63,36245.5
11/30/23,14226.22,4567.8,35950.89
11/29/23,14258.49,4550.58,35430.42
11/28/23,14281.76,4554.89,35416.98
11/27/23,14241.02,4550.43,35333.47
11/24/23,14250.85,4559.34,35390.15
11/22/23,14265.86,4556.62,35273.03
11/21/23,14199.98,4538.19,35088.29
11/20/23,14284.53,4547.38,35151.04
11/17/23,14125.48,4514.02,34947.28
11/16/23,14113.67,4508.24,34945.47
11/15/23,14103.84,4502.88,34991.21
11/14/23,14094.38,4495.7,34827.7
11/13/23,13767.74,4411.55,34337.87
11/10/23,13798.11,4415.24,34283.1
11/09/23,13521.45,4347.35,33891.94
11/08/23,13650.41,4382.78,34112.27
11/07/23,13639.86,4378.38,34152.6
11/06/23,13518.78,4365.98,34095.86
11/03/23,13478.28,4358.34,34061.32
11/02/23,13294.19,4317.78,33839.08
11/01/23,13061.47,4237.86,33274.58
10/31/23,12851.24,4193.8,33052.87
10/30/23,12789.48,4166.82,32928.96
10/27/23,12643.01,4117.37,32417.59
10/26/23,12595.61,4137.23,32784.3
10/25/23,12821.22,4186.77,33035.93
10/24/23,13139.87,4247.68,33141.38
10/23/23,13018.33,4217.04,32936.41
10/20/23,12983.81,4224.16,33127.28
10/19/23,13186.18,4278,33414.17
10/18/23,13314.3,4314.6,33665.08
10/17/23,13533.75,4373.2,33997.65
10/16/23,13567.98,4373.63,33984.54
10/13/23,13407.23,4327.78,33670.29
10/12/23,13574.22,4349.61,33631.14
10/11/23,13659.68,4376.95,33804.87
10/10/23,13562.84,4358.24,33739.3
10/09/23,13484.24,4335.66,33604.65
10/06/23,13431.34,4308.5,33407.58
10/05/23,13219.83,4258.19,33119.57
10/04/23,13236.01,4263.75,33129.55
10/03/23,13059.47,4229.45,33002.38
10/02/23,13307.77,4288.39,33433.35
09/29/23,13219.32,4288.05,33507.5
09/28/23,13201.28,4299.7,33666.34
09/27/23,13092.85,4274.51,33550.27
09/26/23,13063.61,4273.53,33618.88
09/25/23,13271.32,4337.44,34006.88
09/22/23,13211.81,4320.06,33963.84
09/21/23,13223.98,4330,34070.42
09/20/23,13469.13,4402.2,34440.88
09/19/23,13678.19,4443.95,34517.73
09/18/23,13710.24,4453.53,34624.3
09/15/23,13708.33,4450.32,34618.24
09/14/23,13926.05,4505.1,34907.11
09/13/23,13813.59,4467.44,34575.53
09/12/23,13773.61,4461.9,34645.99
09/11/23,13917.89,4487.46,34663.72
09/08/23,13761.53,4457.49,34576.59
09/07/23,13748.83,4451.14,34500.73
09/06/23,13872.47,4465.48,34443.19
09/05/23,14020.95,4496.83,34641.97
09/01/23,14031.81,4515.77,34837.71
08/31/23,14034.97,4507.66,34721.91
08/30/23,14019.31,4514.87,34890.24
08/29/23,13943.76,4497.63,34852.67
08/28/23,13705.13,4433.31,34559.98
08/25/23,13590.65,4405.71,34346.9
08/24/23,13463.97,4376.31,34099.42
08/23/23,13721.03,4436.01,34472.98
08/22/23,13505.87,4387.55,34288.83
08/21/23,13497.59,4399.77,34463.69
08/18/23,13290.78,4369.71,34500.66
08/17/23,13316.93,4370.36,34474.83
08/16/23,13474.63,4404.33,34765.74
08/15/23,13631.05,4437.86,34946.39
08/14/23,13788.33,4489.72,35307.63
08/11/23,13644.85,4464.05,35281.4
08/10/23,13737.99,4468.83,35176.15
08/09/23,13722.02,4467.71,35123.36
08/08/23,13884.32,4499.38,35314.49
08/07/23,13994.4,4518.44,35473.13
08/04/23,13909.24,4478.03,35065.62
08/03/23,13959.72,4501.89,35215.89
08/02/23,13973.45,4513.39,35282.52
08/01/23,14283.91,4576.73,35630.68
07/31/23,14346.02,4588.96,35559.53
07/28/23,14316.66,4582.23,35459.29
07/27/23,14050.11,4537.41,35282.72
07/26/23,14127.28,4566.75,35520.12
07/25/23,14144.56,4567.46,35438.07
07/24/23,14058.87,4554.64,35411.24
07/21/23,14032.81,4536.34,35227.69
07/20/23,14063.31,4534.87,35225.18
07/19/23,14358.02,4565.72,35061.21
07/18/23,14353.64,4554.98,34951.93
07/17/23,14244.95,4522.79,34585.35
07/14/23,14113.7,4505.42,34509.03
07/13/23,14138.57,4510.04,34395.14
07/12/23,13918.96,4472.16,34347.43
07/11/23,13760.7,4439.26,34261.42
07/10/23,13685.48,4409.53,33944.4
07/07/23,13660.72,4398.95,33734.88
07/06/23,13679.04,4411.59,33922.26
07/05/23,13791.65,4446.82,34288.64
07/03/23,13816.77,4455.59,34418.47
06/30/23,13787.92,4450.38,34407.6
06/29/23,13591.33,4396.44,34122.42
06/28/23,13591.75,4376.86,33852.66
06/27/23,13555.67,4378.41,33926.74
06/26/23,13335.78,4328.82,33714.71
06/23/23,13492.52,4348.33,33727.43
06/22/23,13630.61,4381.89,33946.71
06/21/23,13502.2,4365.69,33951.52
06/20/23,13667.29,4388.71,34053.87
06/16/23,13689.57,4409.59,34299.12
06/15/23,13782.82,4425.84,34408.06
06/14/23,13626.48,4372.59,33979.33
06/13/23,13573.32,4369.01,34212.12
06/12/23,13461.92,4338.93,34066.33
06/09/23,13259.14,4298.86,33876.78
06/08/23,13238.52,4293.93,33833.61
06/07/23,13104.89,4267.52,33665.02
06/06/23,13276.42,4283.85,33573.28
06/05/23,13229.43,4273.79,33562.86
06/02/23,13240.77,4282.37,33762.76
06/01/23,13100.98,4221.02,33061.57
05/31/23,12935.29,4179.83,32908.27
05/30/23,13017.43,4205.52,33042.78
05/26/23,12975.69,4205.45,33093.34
05/25/23,12698.09,4151.28,32764.65
05/24/23,12484.16,4115.24,32799.92
05/23/23,12560.25,4145.58,33055.51
05/22/23,12720.78,4192.63,33286.58
05/19/23,12657.9,4191.98,33426.63
05/18/23,12688.84,4198.05,33535.91
05/17/23,12500.57,4158.77,33420.77
05/16/23,12343.05,4109.9,33012.14
05/15/23,12365.21,4136.28,33348.6
05/12/23,12284.74,4124.08,33300.62
05/11/23,12328.51,4130.62,33309.51
05/10/23,12306.44,4137.64,33531.33
05/09/23,12179.55,4119.17,33561.81
05/08/23,12256.92,4138.12,33618.69
05/05/23,12235.41,4136.25,33674.38
05/04/23,11966.4,4061.22,33127.74
05/03/23,12025.33,4090.75,33414.24
05/02/23,12080.51,4119.58,33684.53
05/01/23,12212.6,4167.87,34051.7
04/28/23,12226.58,4169.48,34098.16
04/27/23,12142.24,4135.35,33826.16
04/26/23,11854.35,4055.99,33301.87
04/25/23,11799.16,4071.63,33530.83
04/24/23,12037.2,4137.04,33875.4
04/21/23,12072.46,4133.52,33808.96
04/20/23,12059.56,4129.79,33786.62
04/19/23,12157.23,4154.52,33897.01
04/18/23,12153.41,4154.87,33976.63
04/17/23,12157.72,4151.32,33987.18
04/14/23,12123.47,4137.64,33886.47
04/13/23,12166.27,4146.22,34029.69
04/12/23,11929.34,4091.95,33646.5
04/11/23,12031.88,4108.94,33684.79
04/10/23,12084.36,4109.11,33586.52
04/06/23,12087.96,4105.02,33485.29
04/05/23,11996.86,4090.38,33482.72
04/04/23,12126.33,4100.6,33402.38
04/03/23,12189.45,4124.51,33601.15
03/31/23,12221.91,4109.31,33274.15
03/30/23,12013.47,4050.83,32859.03
03/29/23,11926.24,4027.81,32717.6
03/28/23,11716.08,3971.27,32394.25
03/27/23,11768.84,3977.53,32432.08
03/24/23,11823.96,3970.99,32237.53
03/23/23,11787.4,3948.72,32105.25
03/22/23,11669.96,3936.97,32030.11
03/21/23,11860.11,4002.87,32560.6
03/20/23,11675.54,3951.57,32244.58
03/17/23,11630.51,3916.64,31861.98
03/16/23,11717.28,3960.28,32246.55
03/15/23,11434.05,3891.93,31874.57
03/14/23,11428.15,3919.29,32155.4
03/13/23,11188.84,3855.76,31819.14
03/10/23,11138.89,3861.59,31909.64
03/09/23,11338.35,3918.32,32254.86
03/08/23,11576,3992.01,32798.4
03/07/23,11530.33,3986.37,32856.46
03/06/23,11675.74,4048.42,33431.44
03/03/23,11689.01,4045.64,33390.97
03/02/23,11462.98,3981.35,33003.57
03/01/23,11379.48,3951.39,32661.84
02/28/23,11455.54,3970.15,32656.7
02/27/23,11466.98,3982.24,32889.09
02/24/23,11394.94,3970.04,32816.92
02/23/23,11590.4,4012.32,33153.91
02/22/23,11507.07,3991.05,33045.09
02/21/23,11492.3,3997.34,33129.59
02/17/23,11787.27,4079.09,33826.69
02/16/23,11855.83,4090.41,33696.85
02/15/23,12070.59,4147.6,34128.05
02/14/23,11960.15,4136.13,34089.27
02/13/23,11891.79,4137.29,34245.93
02/10/23,11718.12,4090.46,33869.27
02/09/23,11789.58,4081.5,33699.88
02/08/23,11910.52,4117.86,33949.01
02/07/23,12113.79,4164,34156.69
02/06/23,11887.45,4111.08,33891.02
02/03/23,12006.95,4136.48,33926.01
02/02/23,12200.82,4179.76,34053.94
02/01/23,11816.32,4119.21,34092.96
01/31/23,11584.55,4076.6,34086.04
01/30/23,11393.81,4017.77,33717.09
01/27/23,11621.71,4070.56,33978.08
01/26/23,11512.41,4060.43,33949.41
01/25/23,11313.36,4016.22,33743.84
01/24/23,11334.27,4016.95,33733.96
01/23/23,11364.41,4019.81,33629.56
01/20/23,11140.43,3972.61,33375.49
01/19/23,10852.27,3898.85,33044.56
01/18/23,10957.01,3928.86,33296.96
01/17/23,11095.11,3990.97,33910.85
01/13/23,11079.16,3999.09,34302.61
01/12/23,11001.1,3983.17,34189.97
01/11/23,10931.67,3969.61,33973.01
01/10/23,10742.63,3919.25,33704.1
01/09/23,10635.65,3892.09,33517.65
01/06/23,10569.29,3895.08,33630.61
01/05/23,10305.24,3808.1,32930.08
01/04/23,10458.76,3852.97,33269.77
01/03/23,10386.98,3824.14,33136.37
12/30/22,10466.48,3839.5,33147.25
12/29/22,10478.09,3849.28,33220.8
12/28/22,10213.29,3783.22,32875.71
12/27/22,10353.23,3829.25,33241.56
12/23/22,10497.86,3844.82,33203.93
12/22/22,10476.12,3822.39,33027.49
12/21/22,10709.37,3878.44,33376.48
12/20/22,10547.11,3821.62,32849.74
12/19/22,10546.03,3817.66,32757.54
12/16/22,10705.41,3852.36,32920.46
12/15/22,10810.53,3895.75,33202.22
12/14/22,11170.89,3995.32,33966.35
12/13/22,11256.81,4019.65,34108.64
12/12/22,11143.74,3990.56,34005.04
12/09/22,11004.62,3934.38,33476.46
12/08/22,11082,3963.51,33781.48
12/07/22,10958.55,3933.92,33597.92
12/06/22,11014.89,3941.26,33596.34
12/05/22,11239.94,3998.84,33947.1
12/02/22,11461.5,4071.7,34429.88
12/01/22,11482.45,4076.57,34395.01
11/30/22,11468,4080.11,34589.77
11/29/22,10983.78,3957.63,33852.53
11/28/22,11049.5,3963.94,33849.46
11/25/22,11226.36,4026.12,34347.03
11/23/22,11285.32,4027.26,34194.06
11/22/22,11174.41,4003.58,34098.1
11/21/22,11024.51,3949.94,33700.28
11/18/22,11146.06,3965.34,33745.69
11/17/22,11144.96,3946.56,33546.32
11/16/22,11183.66,3958.79,33553.83
11/15/22,11358.41,3991.73,33592.92
11/14/22,11196.22,3957.25,33536.7
11/11/22,11323.33,3992.93,33747.86
11/10/22,11114.15,3956.37,33715.37
11/09/22,10353.17,3748.57,32513.94
11/08/22,10616.2,3828.11,33160.83
11/07/22,10564.52,3806.8,32827
11/04/22,10475.25,3770.55,32403.22
11/03/22,10342.94,3719.89,32001.25
11/02/22,10524.8,3759.69,32147.76
11/01/22,10890.85,3856.1,32653.2
10/31/22,10988.15,3871.98,32732.95
10/28/22,11102.45,3901.06,32861.8
10/27/22,10792.67,3807.3,32033.28
10/26/22,10970.99,3830.6,31839.11
10/25/22,11199.12,3859.11,31836.74
10/24/22,10952.61,3797.34,31499.62
10/21/22,10859.72,3752.75,31082.56
10/20/22,10614.84,3665.78,30333.59
10/19/22,10680.51,3695.16,30423.81
10/18/22,10772.4,3719.98,30523.8
10/17/22,10675.8,3677.95,30185.82
10/14/22,10321.39,3583.07,29634.83
10/13/22,10649.15,3669.91,30038.72
10/12/22,10417.1,3577.03,29210.85
10/11/22,10426.19,3588.84,29239.19
10/10/22,10542.1,3612.39,29202.88
10/07/22,10652.4,3639.66,29296.79
10/06/22,11073.31,3744.52,29926.94
10/05/22,11148.64,3783.28,30273.87
10/04/22,11176.41,3790.93,30316.32
10/03/22,10815.43,3678.43,29490.89
09/30/22,10575.62,3585.62,28725.51
09/29/22,10737.51,3640.47,29225.61
09/28/22,11051.64,3719.04,29683.74
09/27/22,10829.5,3647.29,29134.99
09/26/22,10802.92,3655.04,29260.81
09/23/22,10867.93,3693.23,29590.41
09/22/22,11066.81,3757.99,30076.68
09/21/22,11220.19,3789.93,30183.78
09/20/22,11425.05,3855.93,30706.23
09/19/22,11535.02,3899.89,31019.68
09/16/22,11448.4,3873.33,30822.42
09/15/22,11552.36,3901.35,30961.82
09/14/22,11719.68,3946.01,31135.09
09/13/22,11633.57,3932.69,31104.97
09/12/22,12266.41,4110.41,32381.34
09/09/22,12112.31,4067.36,32151.71
09/08/22,11862.13,4006.18,31774.52
09/07/22,11791.9,3979.87,31581.28
09/06/22,11544.91,3908.19,31145.3
09/02/22,11630.86,3924.26,31318.44
09/01/22,11785.13,3966.85,31656.42
08/31/22,11816.2,3955,31510.43
08/30/22,11883.14,3986.16,31790.87
08/29/22,12017.67,4030.61,32098.99
08/26/22,12141.71,4057.66,32283.4
08/25/22,12639.27,4199.12,33291.78
08/24/22,12431.53,4140.77,32969.23
08/23/22,12381.3,4128.73,32909.59
08/22/22,12381.57,4137.99,33063.61
08/19/22,12705.22,4228.48,33706.74
08/18/22,12965.34,4283.74,33999.04
08/17/22,12938.12,4274.04,33980.32
08/16/22,13102.55,4305.2,34152.01
08/15/22,13128.05,4297.14,33912.44
08/12/22,13047.19,4280.15,33761.05
08/11/22,12779.91,4207.27,33336.67
08/10/22,12854.8,4210.24,33309.51
08/09/22,12493.93,4122.47,32774.41
08/08/22,12644.46,4140.06,32832.54
08/05/22,12657.55,4145.19,32803.47
08/04/22,12720.58,4151.94,32726.82
08/03/22,12668.16,4155.17,32812.5
08/02/22,12348.76,4091.19,32396.17
08/01/22,12368.98,4118.63,32798.4
07/29/22,12390.69,4130.29,32845.13
07/28/22,12162.59,4072.43,32529.63
07/27/22,12032.42,4023.61,32197.59
07/26/22,11562.57,3921.05,31761.54
07/25/22,11782.67,3966.84,31990.04
07/22/22,11834.11,3961.63,31899.29
07/21/22,12059.61,3998.95,32036.9
07/20/22,11897.65,3959.9,31874.84
07/19/22,11713.15,3936.69,31827.05
07/18/22,11360.05,3830.85,31072.61
07/15/22,11452.42,3863.16,31288.26
07/14/22,11251.19,3790.38,30630.17
07/13/22,11247.58,3801.78,30772.79
07/12/22,11264.73,3818.8,30981.33
07/11/22,11372.6,3854.43,31173.84
07/08/22,11635.31,3899.38,31338.15
07/07/22,11621.35,3902.62,31384.55
07/06/22,11361.85,3845.08,31037.68
